,driverId,raceId,temp,Track Length (km),Turns,Direction,Circuit Type,grid,circuit_lap_count,avg_lap_time_last5,avg_position_last5,avg_stop_last5,avg_fastestRank_last5,avg_fastestLap_last5,stop
2319,154,961,24.6,5.793,11,Clockwise,Race,17.0,53,100412.5068235818,12.0,2.4,13.0,50.8,1
2381,154,964,16.8,5.807,18,Clockwise,Race,7.0,53,95983.7205158895,11.6,2.2,13.2,51.2,2
2403,154,965,20.0,5.513,20,Anti clockwise,Race,17.0,56,101070.17292088551,12.4,2.0,13.2,44.2,2
2443,154,968,24.5,5.281,16,Anti clockwise,Race,14.0,55,104969.13692615561,11.6,2.0,12.4,40.0,2
2478,154,970,12.6,5.451,16,Clockwise,Race,19.0,56,110059.81268373136,11.2,2.0,10.4,37.4,5
2497,154,971,27.4,5.412,15,Clockwise,Race,9.0,57,102568.47450191318,10.8,2.4,10.6,42.4,2
2514,154,973,20.1,4.657,14,Clockwise,Race,14.0,66,104706.3255815353,10.2,2.6,9.2,39.0,2
2533,154,974,21.5,3.337,19,Clockwise,Street,8.0,78,102673.52639430745,10.0,2.6,11.0,42.6,1
2551,154,975,24.4,4.361,13,Clockwise,Street,14.0,70,97293.69170899276,9.6,2.4,11.8,44.6,1
2569,154,976,25.1,6.003,20,Anti clockwise,Street,16.0,51,91886.8714191377,9.4,2.2,14.0,47.2,5
2585,154,979,23.5,4.381,14,Clockwise,Race,14.0,70,100244.2783282286,9.8,2.2,14.4,46.2,1
2605,154,980,18.0,7.004,19,Clockwise,Race,11.0,44,99398.95955629878,12.0,2.0,16.6,43.4,2
2623,154,981,17.8,5.793,11,Clockwise,Race,20.0,53,104669.1464793757,11.4,2.0,14.8,40.8,2
2640,154,982,29.3,4.94,19,Anti clockwise,Street,15.0,58,106185.78109476031,12.8,2.2,12.6,41.4,4
2658,154,983,27.9,5.543,15,Clockwise,Race,16.0,56,115595.71172944298,12.6,2.8,11.8,40.6,2
2676,154,984,20.9,5.807,18,Clockwise,Race,13.0,53,105619.01391126115,12.6,2.2,10.6,41.4,1
2694,154,985,22.2,5.513,20,Anti clockwise,Race,12.0,56,106590.43145843098,10.6,2.2,9.6,47.6,1
2713,154,986,17.9,4.304,17,Clockwise,Race,15.0,71,103976.10691297641,12.0,2.0,11.4,47.4,2
2731,154,987,20.6,4.309,15,Anti clockwise,Race,11.0,71,103151.61254285379,12.0,2.0,11.4,50.6,4
2748,154,988,24.2,5.281,16,Anti clockwise,Race,16.0,55,93435.3601690407,13.2,2.0,11.6,53.0,1
2767,154,989,15.8,5.278,14,Clockwise,Street,6.0,58,94628.98791314843,12.8,1.8,11.8,53.4,1
2784,154,990,26.4,5.412,15,Clockwise,Race,16.0,57,92747.96369931196,14.2,1.8,12.2,48.0,3
2803,154,991,15.4,5.451,16,Clockwise,Race,10.0,56,91968.87395905223,14.0,2.2,10.8,49.6,2
2823,154,992,15.3,6.003,20,Anti clockwise,Street,20.0,51,95836.7743731309,14.4,2.2,11.0,47.0,2
2856,154,994,22.7,3.337,19,Clockwise,Street,18.0,78,103515.55925925926,14.4,1.8,10.6,40.6,2
2876,154,995,12.8,4.361,13,Clockwise,Street,20.0,68,98606.24632034631,15.2,2.0,9.2,45.2,1
2894,154,997,17.0,4.318,10,Clockwise,Race,5.0,71,96319.7435840279,14.4,2.0,7.8,51.8,1
2911,154,999,20.2,4.574,17,Clockwise,Race,6.0,67,90572.99644117078,12.6,1.6,9.0,46.4,3
2930,154,1000,26.6,4.381,14,Clockwise,Race,10.0,70,86505.60859468889,10.4,1.8,8.4,49.4,1
2947,154,1001,11.5,7.004,19,Clockwise,Race,5.0,44,79939.85849116923,9.4,1.6,8.4,54.2,2
2963,154,1002,11.1,5.793,11,Clockwise,Race,6.0,53,87006.61368597441,7.8,1.6,9.6,46.4,1
2982,154,1003,28.8,4.94,19,Anti clockwise,Street,8.0,61,88644.80856065762,9.4,1.6,7.8,44.0,1
3001,154,1005,20.3,5.807,18,Clockwise,Race,5.0,53,97012.00998922903,11.6,1.6,7.8,54.0,1
3020,154,1006,17.7,5.513,20,Anti clockwise,Race,8.0,56,100450.67357695081,12.0,1.2,9.8,49.25,1
3038,154,1007,15.8,4.304,17,Clockwise,Race,18.0,71,111277.6808233276,13.4,1.2,11.4,37.75,2
3058,154,1008,22.3,4.309,15,Anti clockwise,Race,8.0,71,105479.38911209768,15.2,1.2,11.6,40.5,1
3076,154,1009,27.1,5.281,16,Anti clockwise,Race,7.0,55,102727.78687983617,12.8,1.2,14.0,46.6,1
3094,154,1010,20.1,5.278,14,Clockwise,Street,6.0,58,102491.15243539172,11.6,1.2,13.0,46.0,1
3113,154,1011,25.2,5.412,15,Clockwise,Race,11.0,57,100743.75698971834,13.6,1.2,12.6,40.0,1
3133,154,1012,14.8,5.451,16,Clockwise,Race,10.0,56,93450.78198971835,14.2,1.2,12.6,38.2,2
3153,154,1013,15.0,6.003,20,Anti clockwise,Street,14.0,51,96289.57824640283,13.2,1.2,12.4,36.4,1
3172,154,1014,17.2,4.657,14,Clockwise,Race,7.0,66,103881.56290170306,15.2,1.2,14.0,28.8,2
3192,154,1015,17.6,3.337,19,Clockwise,Street,13.0,78,99174.56492190508,15.4,1.4,14.2,30.8,1
3212,154,1016,20.4,4.361,13,Clockwise,Street,14.0,70,96893.15935161329,13.8,1.4,14.8,35.6,1
3231,154,1018,23.3,4.318,10,Clockwise,Race,11.0,71,91984.03145306258,12.6,1.4,13.6,47.0,1
3251,154,1019,15.2,5.891,18,Clockwise,Race,14.0,52,85948.7815829327,13.6,1.2,14.4,50.8,1
3270,154,1020,20.7,4.574,17,Clockwise,Race,6.0,64,84097.8570215292,13.8,1.2,14.4,45.0,5
3289,154,1021,19.8,4.381,14,Clockwise,Race,9.0,70,86217.65257077162,13.2,1.8,13.4,43.2,1
3309,154,1022,14.6,7.004,19,Clockwise,Race,9.0,44,87162.54315161935,15.2,1.8,13.8,44.2,1
3328,154,1023,6.9,5.793,11,Clockwise,Race,13.0,53,94901.16000365844,15.0,1.8,14.6,35.8,2
3348,154,1024,29.5,4.94,19,Anti clockwise,Street,17.0,61,98448.44483882328,15.0,2.0,15.6,30.8,2
3387,154,1026,17.5,5.807,18,Clockwise,Race,10.0,52,101272.99347270306,13.4,2.2,14.8,40.8,1
3406,154,1027,17.4,4.304,17,Clockwise,Race,18.0,71,101091.32270064423,14.6,1.4,16.6,33.4,1
3424,154,1028,13.9,5.513,20,Anti clockwise,Race,15.0,56,101071.50045870399,14.0,1.4,16.6,37.8,1
3444,154,1029,18.8,4.309,15,Anti clockwise,Race,7.0,71,98384.79559612469,14.4,1.4,17.0,44.6,2
3464,154,1030,24.1,5.281,16,Anti clockwise,Race,15.0,55,96448.27663621136,13.8,1.4,17.2,44.2,1
3481,154,1032,15.2,4.318,10,Clockwise,Race,0.0,71,94195.50948381308,14.6,1.2,17.6,40.0,1
3500,154,1033,17.5,4.381,14,Clockwise,Race,0.0,70,89040.02141658617,14.6,1.2,16.8,50.2,1
3520,154,1034,16.9,5.891,18,Clockwise,Race,17.0,52,88935.96634412243,14.4,1.2,15.6,48.8,1
3537,154,1035,19.1,5.891,18,Clockwise,Race,13.0,52,88708.01494552102,14.6,1.2,13.6,48.2,2
3557,154,1036,26.2,4.657,14,Clockwise,Race,17.0,66,91760.0183699894,15.2,1.2,12.8,52.6,2
3577,154,1037,12.5,7.004,19,Clockwise,Race,17.0,44,87869.81605517458,16.0,1.4,9.8,58.8,1
3593,154,1038,13.7,5.793,11,Clockwise,Race,16.0,53,96854.59449673301,16.4,1.4,10.8,50.6,2
3613,154,1040,23.4,5.848,18,Clockwise,Road,16.0,53,104352.79734059412,15.6,1.6,10.8,48.0,2
3631,154,1041,7.4,5.148,15,Clockwise,Race,16.0,60,105731.93195597871,15.8,1.8,12.2,47.0,1
3650,154,1042,17.9,4.653,15,Clockwise,Race,18.0,66,106175.87979911598,14.4,1.6,12.2,47.6,1
3670,154,1044,11.7,5.338,14,Anti clockwise,Race,17.0,58,105705.23499142367,14.0,1.4,15.0,46.6,2
89,155,341,15.1,4.657,14,Clockwise,Race,10.0,66,103009.07783018867,13.75,1.5,14.5,51.25,1
129,155,343,22.8,5.338,14,Anti clockwise,Race,10.0,58,94766.88653846153,13.75,1.25,15.25,54.75,1
175,155,347,16.6,4.574,17,Clockwise,Race,12.0,67,90634.37460212201,12.0,1.0,15.5,54.25,1
196,155,348,22.9,4.381,14,Clockwise,Race,23.0,70,86500.96096575838,12.5,1.0,15.75,56.5,1
218,155,349,10.4,7.004,19,Clockwise,Race,17.0,44,87456.98504602593,10.5,1.0,13.75,58.75,2
279,155,352,20.4,5.807,18,Clockwise,Race,14.0,53,94333.52440045711,10.0,1.2,13.2,52.8,1
297,155,353,17.6,5.615,18,Anti clockwise,Race,12.0,55,97267.43215081996,9.0,1.2,11.4,50.4,1
321,155,354,19.2,4.309,15,Anti clockwise,Race,12.0,71,115683.40030129017,8.6,1.2,11.0,50.4,1
343,155,355,26.9,5.281,16,Anti clockwise,Race,12.0,55,115744.71978180968,8.4,1.2,9.4,50.8,1
364,155,841,15.3,5.278,14,Clockwise,Street,9.0,58,120104.3600980152,9.4,1.2,10.8,47.8,2
386,155,842,27.1,5.543,15,Clockwise,Race,10.0,56,114519.63407920641,12.0,1.2,10.4,52.2,2
409,155,843,14.4,5.451,16,Clockwise,Race,13.0,56,114962.7706695029,12.0,1.4,11.2,50.0,2
432,155,844,11.2,5.338,14,Anti clockwise,Race,24.0,58,98954.67333184057,12.4,1.6,11.8,48.0,3
456,155,845,21.7,4.657,14,Clockwise,Race,14.0,66,101854.61717420511,12.4,2.0,12.4,44.0,3
480,155,846,18.6,3.337,19,Clockwise,Street,12.0,78,98360.46836301629,11.6,2.4,10.8,43.8,1
503,155,847,15.6,4.361,13,Clockwise,Street,13.0,70,99590.81955665024,8.4,2.2,10.4,48.8,2
522,155,850,10.7,5.148,15,Clockwise,Race,17.0,60,120462.1574137931,8.4,2.2,10.4,55.0,2
547,155,851,16.5,4.381,14,Clockwise,Race,13.0,70,119371.51909660183,8.2,2.2,9.2,58.6,3
568,155,852,12.0,7.004,19,Clockwise,Race,12.0,44,119207.90465382319,8.4,2.2,8.6,62.6,2
588,155,853,23.6,5.793,11,Clockwise,Race,17.0,53,124828.20346501202,8.8,2.0,9.8,59.2,2
608,155,854,28.9,4.94,19,Anti clockwise,Street,17.0,61,124617.76573607427,11.4,2.2,11.6,48.2,4
632,155,855,16.9,5.807,18,Clockwise,Race,7.0,53,106921.21837529948,12.8,2.6,10.8,45.4,2
656,155,856,17.1,5.615,18,Anti clockwise,Race,14.0,55,107825.86915879804,13.6,2.6,12.4,44.2,3
700,155,858,23.5,5.281,16,Anti clockwise,Race,16.0,55,110904.05192852428,14.4,2.6,13.2,40.2,2
723,155,859,20.9,4.309,15,Anti clockwise,Race,16.0,71,108432.62280394517,14.0,2.6,11.2,42.6,2
741,155,860,16.3,5.278,14,Clockwise,Street,13.0,58,104536.85613727849,12.2,2.6,11.0,49.4,2
763,155,861,28.7,5.543,15,Clockwise,Race,17.0,56,99804.85000051637,10.6,2.2,11.8,49.2,3
787,155,862,16.6,5.451,16,Clockwise,Race,3.0,56,117938.19700625876,12.6,2.4,11.8,49.2,3
811,155,863,24.9,5.412,15,Clockwise,Race,12.0,57,116879.24555123232,11.6,2.4,9.8,48.2,3
835,155,864,20.2,4.657,14,Clockwise,Race,9.0,66,115629.5202101017,12.2,2.6,9.4,49.6,3
856,155,865,17.5,3.337,19,Clockwise,Street,11.0,78,117945.75700663852,11.4,2.8,8.0,47.6,1
877,155,866,17.8,4.361,13,Clockwise,Street,11.0,70,118417.63907560403,14.4,2.6,10.2,37.4,1
901,155,869,15.9,4.574,17,Clockwise,Race,12.0,67,95390.69174641148,11.6,2.2,8.8,40.8,2
925,155,870,24.7,4.381,14,Clockwise,Race,15.0,69,90966.25619204048,10.4,2.0,10.4,44.0,2
946,155,871,13.2,7.004,19,Clockwise,Race,2.0,44,88472.36025069459,11.4,1.8,11.6,45.4,3
968,155,872,22.7,5.793,11,Clockwise,Race,8.0,53,95088.07994766427,13.0,1.8,12.6,41.6,1
992,155,873,28.4,4.94,19,Anti clockwise,Street,17.0,59,93216.15617407937,10.6,1.8,11.2,48.6,3
1014,155,874,17.9,5.807,18,Clockwise,Race,3.0,53,102115.0853750479,11.4,2.2,9.2,46.8,2
1035,155,875,17.0,5.615,18,Anti clockwise,Race,13.0,55,105962.99013427066,11.2,2.2,8.0,46.0,2
1059,155,876,21.8,5.125,16,Clockwise,Race,17.0,60,111193.01326859901,12.0,2.2,10.4,34.4,1
1081,155,877,28.3,5.281,16,Anti clockwise,Race,15.0,55,104877.82963223537,12.2,1.8,9.4,39.4,1
1103,155,878,15.5,5.513,20,Anti clockwise,Race,16.0,56,109865.26249672935,11.6,1.8,8.2,42.6,1
1125,155,879,19.2,4.309,15,Anti clockwise,Race,14.0,71,106014.12758147514,11.8,1.4,9.2,43.2,3
1517,155,901,28.1,5.543,15,Clockwise,Race,20.0,56,103683.09585147246,13.0,1.6,10.0,39.8,2
1537,155,902,22.6,5.412,15,Clockwise,Race,18.0,57,102765.07494238156,11.2,1.6,9.0,49.8,2
1558,155,903,14.4,5.451,16,Clockwise,Race,18.0,54,105541.44669676754,11.4,1.8,11.0,43.0,3
1580,155,904,20.6,4.657,14,Clockwise,Race,20.0,66,103828.59942404025,13.8,2.2,12.6,41.6,1
1602,155,905,16.5,3.337,19,Clockwise,Street,20.0,78,102241.9747181579,15.2,2.2,15.4,35.6,2
1637,155,909,22.6,4.574,17,Clockwise,Race,19.0,67,101907.06929092787,16.0,2.0,17.8,31.8,3
1659,155,910,22.4,4.381,14,Clockwise,Race,17.0,70,97116.17866155723,16.6,2.2,18.4,31.2,1
1700,155,912,22.0,5.793,11,Clockwise,Race,18.0,53,97709.36024050458,17.2,2.0,18.6,32.0,1
1741,155,914,19.4,5.807,18,Clockwise,Race,19.0,44,94762.48226847663,17.0,1.6,19.6,29.4,5
1797,155,918,24.1,5.281,16,Anti clockwise,Race,16.0,55,107185.41209063804,16.6,2.4,19.0,30.2,2
17,807,337,26.1,5.412,15,Clockwise,Race,13.0,49,112027.48844663089,17.5,2.5,19.0,33.75,2
50,807,339,29.9,5.543,15,Clockwise,Race,5.0,56,121751.02891137448,17.0,2.25,18.25,29.75,1
68,807,340,17.3,5.451,16,Clockwise,Race,16.0,56,119838.43813756495,15.0,2.25,16.25,37.25,6
90,807,341,15.1,4.657,14,Clockwise,Race,13.0,66,126130.34014805447,14.5,3.5,14.0,31.75,2
130,807,343,22.8,5.338,14,Anti clockwise,Race,17.0,58,108807.53219020563,13.75,2.75,13.75,40.25,2
153,807,344,18.9,4.361,13,Clockwise,Street,12.0,70,105972.93803286627,14.4,2.6,14.0,42.4,4
176,807,347,16.6,4.574,17,Clockwise,Race,10.0,67,97296.64835895321,14.2,3.0,12.8,48.4,1
197,807,348,22.9,4.381,14,Clockwise,Race,10.0,70,92929.02552345538,14.8,3.0,12.8,50.4,1
219,807,349,10.4,7.004,19,Clockwise,Race,9.0,44,86909.21149748136,13.0,2.0,11.8,61.0,2
241,807,350,19.2,5.793,11,Clockwise,Race,8.0,53,93520.78322367182,12.6,2.0,10.8,54.0,1
298,807,353,17.6,5.615,18,Anti clockwise,Race,11.0,55,92017.96150900782,10.6,1.8,9.2,54.2,2
322,807,354,19.2,4.309,15,Anti clockwise,Race,1.0,71,112556.90216776934,10.0,1.4,9.4,50.0,1
344,807,355,26.9,5.281,16,Anti clockwise,Race,15.0,55,112606.53143183861,9.0,1.4,8.8,51.8,1
764,807,861,28.7,5.543,15,Clockwise,Race,16.0,56,117026.5745487217,11.0,1.4,9.2,48.8,3
788,807,862,16.6,5.451,16,Clockwise,Race,16.0,56,127962.3269296741,10.0,1.6,9.8,53.4,2
812,807,863,24.9,5.412,15,Clockwise,Race,13.0,57,131388.7435064935,11.6,1.8,10.2,52.6,3
836,807,864,20.2,4.657,14,Clockwise,Race,13.0,66,114671.64098655731,12.0,2.0,11.6,53.2,3
857,807,865,17.5,3.337,19,Clockwise,Street,10.0,78,116932.82076677708,12.4,2.4,13.4,48.8,1
878,807,866,17.8,4.361,13,Clockwise,Street,13.0,70,111397.004682861,10.8,2.4,12.0,45.6,2
902,807,869,15.9,4.574,17,Clockwise,Race,4.0,67,91886.124682861,11.4,2.2,10.8,47.8,3
926,807,870,24.7,4.381,14,Clockwise,Race,10.0,69,87495.3906743322,10.2,2.4,10.4,49.4,2
947,807,871,13.2,7.004,19,Clockwise,Race,11.0,44,84935.47717318805,10.0,2.2,10.0,52.2,2
969,807,872,22.7,5.793,11,Clockwise,Race,24.0,53,91066.73934102022,8.8,2.0,7.8,50.6,1
993,807,873,28.4,4.94,19,Anti clockwise,Street,11.0,59,92938.61687948176,11.4,2.0,8.6,52.8,3
1015,807,874,17.9,5.807,18,Clockwise,Race,15.0,53,101782.9506325084,11.8,2.2,7.0,50.8,2
1036,807,875,17.0,5.615,18,Anti clockwise,Race,8.0,55,105652.99259251966,11.4,2.0,8.4,48.8,2
1060,807,876,21.8,5.125,16,Clockwise,Race,12.0,60,109120.15770450913,10.4,2.0,6.6,47.6,1
1104,807,878,15.5,5.513,20,Anti clockwise,Race,6.0,56,103101.23861360003,11.2,1.8,7.4,51.6,1
1126,807,879,19.2,4.309,15,Anti clockwise,Race,6.0,71,105613.7976136,8.6,1.8,9.4,53.0,3
1162,807,881,28.6,5.543,15,Clockwise,Race,12.0,56,98607.77846821926,6.8,1.8,9.8,50.2,4
1183,807,882,17.0,5.451,16,Clockwise,Race,10.0,56,99669.83837387964,7.0,2.2,8.4,50.2,3
1204,807,883,27.7,5.412,15,Clockwise,Race,14.0,57,99325.26389336016,7.8,2.4,9.6,45.6,3
1225,807,884,17.8,4.657,14,Clockwise,Race,15.0,66,101374.30284072859,8.6,2.8,10.6,42.2,6
1247,807,885,13.6,3.337,19,Clockwise,Street,11.0,78,98978.26476380552,10.0,3.8,8.2,43.2,1
1268,807,886,18.5,4.361,13,Clockwise,Street,9.0,70,102471.44627337574,11.2,3.4,10.6,41.4,2
1289,807,888,19.3,5.148,15,Clockwise,Race,10.0,60,97495.3268289313,13.8,3.0,12.8,40.2,3
1310,807,890,28.3,4.381,14,Clockwise,Race,12.0,70,97040.87373369321,13.8,3.0,12.0,45.6,3
1332,807,891,13.9,7.004,19,Clockwise,Race,11.0,44,94540.34696023783,13.6,3.0,11.8,48.6,2
1353,807,892,22.7,5.793,11,Clockwise,Race,3.0,53,99347.64640079727,13.2,2.2,14.0,45.2,1
1373,807,893,29.2,4.94,19,Anti clockwise,Street,11.0,61,95853.39686040056,12.0,2.2,11.8,49.0,2
1395,807,894,22.2,5.615,18,Anti clockwise,Race,7.0,55,103166.79868189419,9.6,2.2,11.8,50.4,2
1417,807,895,16.8,5.807,18,Clockwise,Race,7.0,53,105361.69171219722,8.4,2.0,11.4,49.4,2
1436,807,897,29.5,5.281,16,Anti clockwise,Race,5.0,55,107246.55274583134,7.4,1.8,10.8,44.4,3
1457,807,898,25.3,5.513,20,Anti clockwise,Race,4.0,56,105819.69786367644,7.6,2.0,10.2,46.6,1
1478,807,899,19.2,4.309,15,Anti clockwise,Race,10.0,71,109378.48842971418,7.8,2.0,10.6,47.8,2
1496,807,900,16.7,5.278,14,Clockwise,Street,7.0,57,101481.87189773543,7.6,2.0,9.4,48.2,2
1518,807,901,28.1,5.543,15,Clockwise,Race,7.0,56,98624.0144814675,8.0,2.0,8.6,48.8,2
1538,807,902,22.6,5.412,15,Clockwise,Race,11.0,57,100461.4048453489,7.8,2.0,8.4,49.8,2
1559,807,903,14.4,5.451,16,Clockwise,Race,8.0,54,99751.54441649899,6.0,1.8,6.6,46.8,2
1581,807,904,20.6,4.657,14,Clockwise,Race,10.0,66,99333.12655935614,6.0,2.0,7.4,42.6,2
1603,807,905,16.5,3.337,19,Clockwise,Street,11.0,78,102248.21956043955,6.4,2.0,8.2,41.2,1
1621,807,906,21.7,4.361,13,Clockwise,Street,11.0,70,99609.03541826594,6.2,1.8,9.6,37.6,1
1638,807,909,22.6,4.574,17,Clockwise,Race,9.0,67,94963.91184683736,6.2,1.6,9.2,42.8,2
1660,807,910,22.4,4.381,14,Clockwise,Race,9.0,70,90847.68482405655,6.6,1.6,11.2,44.2,1
1680,807,911,10.7,7.004,19,Clockwise,Race,18.0,44,93306.93125262795,9.4,1.4,13.2,40.4,2
1701,807,912,22.0,5.793,11,Clockwise,Race,13.0,53,97933.1746792014,9.4,1.4,11.8,40.0,1
1720,807,913,28.4,4.94,19,Anti clockwise,Street,13.0,60,99019.38364759149,10.8,1.4,12.6,39.4,3
1742,807,914,19.4,5.807,18,Clockwise,Race,13.0,44,106196.12364759149,11.6,1.8,13.0,32.0,4
1762,807,916,15.8,5.513,20,Anti clockwise,Race,13.0,56,120215.0432541044,11.8,2.2,11.8,28.8,1
1779,807,917,20.9,4.309,15,Anti clockwise,Race,12.0,71,120145.21468267581,11.0,2.2,11.0,29.0,3
1798,807,918,24.1,5.281,16,Anti clockwise,Race,12.0,55,112169.89797332883,10.6,2.4,9.8,35.0,2
1814,807,926,14.6,5.278,14,Clockwise,Street,13.0,58,115806.01056338027,9.4,2.6,8.6,37.4,2
1829,807,927,28.6,5.543,15,Clockwise,Race,13.0,56,111097.64845811712,9.0,2.4,8.2,41.6,3
1864,807,929,25.4,5.412,15,Clockwise,Race,8.0,57,102337.57845811712,10.2,2.2,9.0,45.2,3
1884,807,930,21.2,4.657,14,Clockwise,Race,17.0,66,99458.14631525999,9.6,2.6,7.8,50.2,3
1904,807,931,17.6,3.337,19,Clockwise,Street,11.0,78,103017.078059572,11.0,2.6,8.6,46.4,2
1923,807,932,13.2,4.361,13,Clockwise,Street,7.0,70,98065.28477285872,12.0,2.6,10.0,46.2,1
1943,807,936,21.9,4.381,14,Clockwise,Race,11.0,69,94548.45151580303,12.2,2.4,10.2,49.8,2
1980,807,938,17.0,5.793,11,Clockwise,Race,9.0,53,90457.47129407355,13.4,2.2,10.6,48.2,1
1999,807,939,29.3,4.94,19,Anti clockwise,Street,11.0,61,87995.28420616146,12.2,1.8,11.4,47.4,1
2019,807,940,19.8,5.807,18,Clockwise,Race,13.0,53,92428.25856513582,13.2,1.4,13.6,38.4,3
2039,807,942,15.8,5.513,20,Anti clockwise,Race,6.0,56,95703.27888443915,12.2,1.6,12.6,37.8,2
2058,807,944,22.3,4.309,15,Anti clockwise,Race,5.0,71,104074.29710390086,13.4,1.8,13.4,29.4,2
2077,807,945,24.5,5.281,16,Anti clockwise,Race,7.0,55,101608.37368926671,10.6,1.8,14.0,35.0,2
2096,807,948,16.8,5.278,14,Clockwise,Street,10.0,57,105426.86746549048,10.6,2.0,14.4,33.6,2
2113,807,949,20.9,5.412,15,Clockwise,Race,8.0,57,105088.20430759573,8.0,2.2,14.0,42.2,4
2135,807,950,18.0,5.451,16,Clockwise,Race,13.0,56,105156.04662565506,9.8,2.4,13.0,44.2,4
2155,807,952,19.6,4.657,14,Clockwise,Race,11.0,66,102388.23467760309,10.0,2.8,10.6,49.0,1
2176,807,953,17.8,3.337,19,Clockwise,Street,5.0,78,106420.9146776031,12.8,2.6,11.4,37.4,2
2196,807,954,12.9,4.361,13,Clockwise,Street,9.0,70,103209.79141419983,12.6,2.6,10.4,46.4,2
2217,807,955,26.8,6.003,20,Anti clockwise,Street,12.0,51,96039.42558658733,12.8,2.6,8.8,50.2,1
2238,807,956,14.8,4.318,10,Clockwise,Race,2.0,71,97969.99281347808,11.6,2.0,11.0,47.0,5
2259,807,958,24.8,4.381,14,Clockwise,Race,9.0,70,91571.99627938718,12.4,2.2,13.6,48.0,2
2281,807,959,20.5,4.574,17,Clockwise,Race,8.0,67,89407.96468518427,10.4,2.4,12.2,60.2,3
2302,807,960,22.3,7.004,19,Clockwise,Race,7.0,44,87247.55817925239,10.6,2.6,12.4,54.6,3
2320,807,961,24.6,5.793,11,Clockwise,Race,9.0,53,100125.05231627478,9.8,2.8,12.8,49.2,2
2360,807,963,29.2,5.543,15,Clockwise,Race,8.0,56,95804.67296000398,10.0,3.0,12.4,49.8,3
2382,807,964,16.8,5.807,18,Clockwise,Race,9.0,53,101698.98858500397,7.8,2.6,10.6,47.8,2
2423,807,967,17.5,4.309,15,Anti clockwise,Race,8.0,71,104010.52848109367,7.4,2.6,10.0,41.8,3
2444,807,968,24.5,5.281,16,Anti clockwise,Race,7.0,55,118229.41328243907,7.4,2.6,9.2,46.4,2
2462,807,969,22.6,5.278,14,Clockwise,Street,11.0,57,111049.12510062088,8.0,2.4,9.8,44.4,2
2479,807,970,12.6,5.451,16,Clockwise,Race,7.0,56,111502.08365857236,8.2,2.4,9.6,47.4,5
2498,807,971,27.4,5.412,15,Clockwise,Race,7.0,57,111919.50638584509,9.0,2.8,11.2,46.0,2
2515,807,973,20.1,4.657,14,Clockwise,Race,13.0,66,112108.56404887055,9.2,2.8,11.6,46.2,2
2552,807,975,24.4,4.361,13,Clockwise,Street,10.0,70,99339.03447140579,9.0,2.6,13.0,43.6,1
2570,807,976,25.1,6.003,20,Anti clockwise,Street,13.0,51,93890.47083504214,9.2,2.4,11.8,50.2,3
2586,807,979,23.5,4.381,14,Clockwise,Race,12.0,70,113774.238692185,10.4,2.6,13.2,41.0,1
2606,807,980,18.0,7.004,19,Clockwise,Race,7.0,44,109773.76297983764,11.4,1.8,12.2,46.0,2
2624,807,981,17.8,5.793,11,Clockwise,Race,14.0,53,112957.57246947083,10.8,1.8,11.2,45.8,1
2641,807,982,29.3,4.94,19,Anti clockwise,Street,7.0,58,112604.35323870159,12.2,1.6,11.4,43.8,6
2659,807,983,27.9,5.543,15,Clockwise,Race,8.0,56,123056.91907203491,13.4,2.6,12.6,38.4,2
2677,807,984,20.9,5.807,18,Clockwise,Race,11.0,53,104743.53543567129,13.2,2.4,9.2,47.0,1
2714,807,986,17.9,4.304,17,Clockwise,Race,7.0,71,107394.37842074591,13.2,2.4,10.6,40.4,1
2732,807,987,20.6,4.309,15,Anti clockwise,Race,7.0,71,100902.45796620045,15.8,2.2,12.8,36.2,4
2749,807,988,24.2,5.281,16,Anti clockwise,Race,7.0,55,99071.24862554112,15.2,2.8,12.6,38.4,1
2768,807,989,15.8,5.278,14,Clockwise,Street,7.0,58,93360.51188311688,13.6,1.8,11.6,41.6,1
2785,807,990,26.4,5.412,15,Clockwise,Race,7.0,57,92141.6162091357,11.8,1.6,13.0,42.6,2
2804,807,991,15.4,5.451,16,Clockwise,Race,7.0,56,91700.65691089009,9.6,1.8,11.8,47.0,2
2857,807,994,22.7,3.337,19,Clockwise,Street,11.0,78,95523.43905374722,7.0,2.0,9.2,54.6,1
2877,807,995,12.8,4.361,13,Clockwise,Street,7.0,68,95694.595830304,6.6,1.4,7.4,54.6,1
2912,807,999,20.2,4.574,17,Clockwise,Race,7.0,67,90749.11360506654,6.8,1.4,8.0,56.8,3
2931,807,1000,26.6,4.381,14,Clockwise,Race,13.0,70,88754.02425869496,6.4,1.8,9.4,58.6,2
2964,807,1002,11.1,5.793,11,Clockwise,Race,20.0,53,86128.79862940435,7.6,1.8,8.6,62.4,2
2983,807,1003,28.8,4.94,19,Anti clockwise,Street,10.0,61,83406.39917885489,9.0,1.8,10.8,60.6,1
3002,807,1005,20.3,5.807,18,Clockwise,Race,16.0,53,89913.38764039337,9.4,1.8,13.4,59.8,1
3021,807,1006,17.7,5.513,20,Anti clockwise,Race,7.0,56,94665.79320715414,11.8,1.8,14.6,53.4,1
3039,807,1007,15.8,4.304,17,Clockwise,Race,7.0,71,98540.56543529914,12.0,1.4,13.0,50.4,1
