,driverId,raceId,temp,Track Length (km),Turns,Direction,Circuit Type,grid,circuit_lap_count,avg_lap_time_last5,avg_position_last5,avg_stop_last5,avg_fastestRank_last5,avg_fastestLap_last5,stop
3373,826,1025,17.4,5.848,18,Clockwise,Road,19.0,53,100647.55032817871,11.8,1.8,10.4,43.6,2
3393,826,1026,17.5,5.807,18,Clockwise,Race,14.0,52,102463.44018666926,13.6,1.4,11.0,41.8,1
3412,826,1027,17.4,4.304,17,Clockwise,Race,9.0,71,105033.5460690222,12.6,1.4,9.8,40.2,2
3430,826,1028,13.9,5.513,20,Anti clockwise,Race,13.0,56,98436.50931577546,13.4,1.6,9.8,44.6,2
3450,826,1029,18.8,4.309,15,Anti clockwise,Race,16.0,71,101458.37075778173,12.0,1.8,7.4,49.0,2
3470,826,1030,24.1,5.281,16,Anti clockwise,Race,13.0,55,93802.96341536658,11.0,1.8,8.4,47.4,1
3486,826,1032,15.2,4.318,10,Clockwise,Race,13.0,71,93375.3712420612,10.4,1.6,8.4,45.4,1
3505,826,1033,17.5,4.381,14,Clockwise,Race,17.0,70,88302.51880508641,10.4,1.6,9.0,48.0,2
3542,826,1035,19.1,5.891,18,Clockwise,Race,16.0,52,88511.13955042802,10.6,1.6,11.2,48.6,2
3562,826,1036,26.2,4.657,14,Clockwise,Race,12.0,66,86617.12346651194,10.2,1.6,12.0,50.8,2
3582,826,1037,12.5,7.004,19,Clockwise,Race,11.0,44,87894.62175470262,10.6,1.6,12.8,50.4,1
3598,826,1038,13.7,5.793,11,Clockwise,Race,11.0,53,90150.64111497198,11.0,1.6,14.0,47.6,2
3618,826,1040,23.4,5.848,18,Clockwise,Road,11.0,53,100195.32995594232,10.8,1.8,13.4,44.4,1
3637,826,1041,7.4,5.148,15,Clockwise,Race,13.0,60,104875.86646127459,10.0,1.6,12.2,43.8,2
3655,826,1042,17.9,4.653,15,Clockwise,Race,13.0,66,105566.39133306945,11.0,1.6,13.0,41.6,2
3675,826,1044,11.7,5.338,14,Anti clockwise,Race,16.0,58,105458.65638114637,12.4,1.6,12.2,44.0,1
3694,826,1045,23.2,5.412,15,Clockwise,Race,10.0,57,103777.32551990236,12.6,1.6,12.6,49.0,3
3712,826,1046,21.9,5.412,15,Clockwise,Race,6.0,87,105120.73596464629,13.0,1.8,13.0,47.2,2
3730,826,1047,22.3,5.281,16,Anti clockwise,Race,7.0,55,96196.82774517112,12.8,2.0,12.0,53.6,1
1507,828,900,16.7,5.278,14,Clockwise,Street,19.0,57,96057.58051479723,12.25,2.0,11.0,56.75,1
1527,828,901,28.1,5.543,15,Clockwise,Race,22.0,56,101107.3694326213,11.75,1.75,13.5,46.25,3
1549,828,902,22.6,5.412,15,Clockwise,Race,20.0,57,102075.46714217296,12.25,2.25,12.75,43.0,2
1570,828,903,14.4,5.451,16,Clockwise,Race,20.0,54,96334.75840299546,14.5,2.0,14.0,41.25,3
1592,828,904,20.6,4.657,14,Clockwise,Race,19.0,66,107641.16245791246,17.75,2.25,17.0,28.75,2
1611,828,905,16.5,3.337,19,Clockwise,Street,22.0,78,105334.32371632996,18.2,2.2,18.0,33.8,2
1649,828,909,22.6,4.574,17,Clockwise,Race,22.0,67,101542.90601551227,17.0,2.4,16.4,41.0,3
1690,828,911,10.7,7.004,19,Clockwise,Race,22.0,44,96690.44647135273,17.8,2.4,17.6,42.8,2
1711,828,912,22.0,5.793,11,Clockwise,Race,22.0,53,99508.73131983758,17.2,2.4,18.0,42.4,1
1731,828,913,28.4,4.94,19,Anti clockwise,Street,22.0,60,96532.57075338876,17.2,2.0,18.0,45.8,2
1753,828,914,19.4,5.807,18,Clockwise,Race,17.0,44,101641.12033672209,16.2,2.0,17.4,37.8,4
1817,828,926,14.6,5.278,14,Clockwise,Street,15.0,58,115920.03691781542,17.4,2.4,18.2,32.6,3
1851,828,928,14.5,5.451,16,Clockwise,Race,10.0,56,117976.44285573714,15.4,2.4,15.2,33.0,2
1870,828,929,25.4,5.412,15,Clockwise,Race,13.0,57,115834.57376482806,14.0,2.4,14.4,34.2,3
1890,828,930,21.2,4.657,14,Clockwise,Race,16.0,66,117625.5020561446,12.8,2.8,12.4,30.2,2
1909,828,931,17.6,3.337,19,Clockwise,Street,17.0,78,112251.20179973434,12.6,2.8,11.8,37.8,3
1929,828,932,13.2,4.361,13,Clockwise,Street,12.0,70,97657.20007045586,11.8,2.6,10.6,47.4,1
1949,828,936,21.9,4.381,14,Clockwise,Race,17.0,69,94222.55110020415,13.0,2.2,12.6,48.8,5
1967,828,937,17.7,7.004,19,Clockwise,Race,13.0,43,91126.3216403886,13.0,2.8,12.0,54.4,2
1985,828,938,17.0,5.793,11,Clockwise,Race,12.0,53,94421.531607166,12.2,2.6,11.6,55.0,1
2005,828,939,29.3,4.94,19,Anti clockwise,Street,17.0,61,93482.23468408908,11.2,2.4,10.8,49.0,3
2025,828,940,19.8,5.807,18,Clockwise,Race,15.0,53,100781.37007711137,10.8,2.4,11.4,40.0,2
2045,828,942,15.8,5.513,20,Anti clockwise,Race,14.0,56,105156.77464790289,10.8,2.6,11.4,34.0,2
2064,828,944,22.3,4.309,15,Anti clockwise,Race,12.0,71,110781.73719862752,11.8,2.0,12.0,26.8,3
2082,828,945,24.5,5.281,16,Anti clockwise,Race,17.0,55,102891.91522356855,13.0,2.2,12.0,32.2,2
2101,828,948,16.8,5.278,14,Clockwise,Street,15.0,57,106883.56906972239,14.0,2.4,12.0,37.4,3
2120,828,949,20.9,5.412,15,Clockwise,Race,17.0,57,108192.48252960159,15.2,2.4,14.0,34.4,2
2142,828,950,18.0,5.451,16,Clockwise,Race,15.0,56,107878.68939773347,14.8,2.4,14.4,35.2,2
2162,828,952,19.6,4.657,14,Clockwise,Race,19.0,66,105227.50903409711,15.0,2.4,15.8,38.6,3
2183,828,953,17.8,3.337,19,Clockwise,Street,17.0,78,108238.49422919187,14.2,2.4,16.8,35.6,3
2203,828,954,12.9,4.361,13,Clockwise,Street,21.0,70,106627.13344487813,14.6,2.6,17.6,36.2,2
2224,828,955,26.8,6.003,20,Anti clockwise,Street,20.0,51,97223.74582877907,14.2,2.4,16.8,45.8,2
2244,828,956,14.8,4.318,10,Clockwise,Race,18.0,71,99522.50111449335,15.2,2.4,16.8,49.0,4
2266,828,958,24.8,4.381,14,Clockwise,Race,22.0,70,92985.70890670114,15.0,2.8,16.0,52.4,3
2288,828,959,20.5,4.574,17,Clockwise,Race,22.0,67,91961.77311484594,16.6,2.8,16.4,53.4,2
2327,828,961,24.6,5.793,11,Clockwise,Race,19.0,53,88358.49082223659,17.0,2.6,16.8,50.2,1
2347,828,962,28.2,4.94,19,Anti clockwise,Street,14.0,61,90341.96932902392,17.2,2.4,17.2,45.0,4
2367,828,963,29.2,5.543,15,Clockwise,Race,17.0,56,91280.37332902392,17.2,2.8,15.8,40.8,2
2389,828,964,16.8,5.807,18,Clockwise,Race,18.0,53,97425.07462772522,16.6,2.4,15.0,40.2,1
2410,828,965,20.0,5.513,20,Anti clockwise,Race,16.0,56,99692.38888111888,15.6,2.0,16.4,36.4,1
2430,828,967,17.5,4.309,15,Anti clockwise,Race,20.0,71,104566.62468531469,14.8,1.8,16.6,33.2,1
2450,828,968,24.5,5.281,16,Anti clockwise,Race,22.0,55,109582.38307692308,15.8,1.8,16.8,28.0,1
2485,828,970,12.6,5.451,16,Clockwise,Race,14.0,56,108085.2815954416,15.4,1.2,18.0,30.6,4
2503,828,971,27.4,5.412,15,Clockwise,Race,19.0,57,108486.23795907796,16.0,1.6,18.4,29.6,1
2521,828,973,20.1,4.657,14,Clockwise,Race,16.0,66,108629.6068821549,16.0,1.6,16.2,31.0,2
2539,828,974,21.5,3.337,19,Clockwise,Street,19.0,78,104978.89227988217,15.4,1.8,14.4,39.2,1
2558,828,975,24.4,4.361,13,Clockwise,Street,19.0,70,98100.7520201419,14.6,1.8,13.6,44.8,1
2575,828,976,25.1,6.003,20,Anti clockwise,Street,17.0,51,92493.03929872482,14.2,1.8,13.6,46.8,3
2592,828,979,23.5,4.381,14,Clockwise,Race,20.0,70,100365.37648232553,13.4,1.6,13.6,45.8,2
2612,828,980,18.0,7.004,19,Clockwise,Race,17.0,44,97815.84624703143,13.6,1.8,13.6,52.0,3
2630,828,981,17.8,5.793,11,Clockwise,Race,11.0,53,103219.56357657688,14.6,2.0,15.0,45.0,1
2647,828,982,29.3,4.94,19,Anti clockwise,Street,20.0,58,105000.39214800546,14.8,2.0,15.8,41.2,6
2664,828,983,27.9,5.543,15,Clockwise,Race,19.0,56,116655.1406366183,15.2,3.0,15.6,38.2,1
2700,828,985,22.2,5.513,20,Anti clockwise,Race,13.0,56,107155.72473247885,16.6,2.6,15.0,40.0,1
2718,828,986,17.9,4.304,17,Clockwise,Race,12.0,71,110061.64660413661,16.4,2.4,16.2,35.2,1
2736,828,987,20.6,4.309,15,Anti clockwise,Race,17.0,71,103536.61842231841,16.6,2.0,16.2,41.0,4
2754,828,988,24.2,5.281,16,Anti clockwise,Race,19.0,55,101375.24127946128,15.6,2.6,15.0,51.0,1
2789,828,990,26.4,5.412,15,Clockwise,Race,17.0,57,94642.47958633958,16.0,1.6,15.0,51.2,1
2809,828,991,15.4,5.451,16,Clockwise,Race,20.0,56,94399.79493025492,14.2,1.6,15.4,45.6,1
2828,828,992,15.3,6.003,20,Anti clockwise,Street,18.0,51,94471.16843674843,14.4,1.6,15.4,47.6,4
2843,828,993,15.8,4.657,14,Clockwise,Race,17.0,66,102057.18155617802,13.2,2.2,14.8,47.0,1
2862,828,994,22.7,3.337,19,Clockwise,Street,16.0,78,104196.56271689231,13.2,1.6,15.0,43.0,1
2882,828,995,12.8,4.361,13,Clockwise,Street,19.0,68,98962.14704737664,12.0,1.6,14.4,39.6,1
2898,828,997,17.0,4.318,10,Clockwise,Race,20.0,71,95309.72193915154,13.2,1.6,15.0,46.8,1
2916,828,999,20.2,4.574,17,Clockwise,Race,13.0,67,88801.95908200867,12.0,1.6,13.0,49.8,1
2936,828,1000,26.6,4.381,14,Clockwise,Race,14.0,70,80983.68316746377,11.6,1.0,12.6,52.6,1
2951,828,1001,11.5,7.004,19,Clockwise,Race,13.0,44,80290.16276305198,12.0,1.0,13.0,53.2,2
2969,828,1002,11.1,5.793,11,Clockwise,Race,18.0,53,87624.45095625414,11.8,1.2,12.8,56.4,2
2988,828,1003,28.8,4.94,19,Anti clockwise,Street,14.0,61,89361.99804250123,11.8,1.4,12.2,53.2,1
3007,828,1005,20.3,5.807,18,Clockwise,Race,20.0,53,97608.5304234536,12.0,1.4,13.0,49.8,1
3025,828,1006,17.7,5.513,20,Anti clockwise,Race,16.0,56,101253.94133045705,12.6,1.4,14.4,38.4,1
3044,828,1007,15.8,4.304,17,Clockwise,Race,10.0,71,104662.093041687,11.6,1.4,12.8,35.0,1
3063,828,1008,22.3,4.309,15,Anti clockwise,Race,6.0,71,98625.66850511807,11.4,1.2,13.4,31.6,1
1807,829,918,24.1,5.281,16,Anti clockwise,Race,17.0,55,100954.45101601296,10.5,1.0,13.0,28.0,2
1852,829,928,14.5,5.451,16,Clockwise,Race,19.0,56,100900.2232382352,12.0,1.25,15.0,27.25,2
1871,829,929,25.4,5.412,15,Clockwise,Race,18.0,57,103257.08826672522,12.75,1.5,14.5,35.25,2
1891,829,930,21.2,4.657,14,Clockwise,Race,19.0,66,103705.33372127068,14.25,1.75,16.75,35.25,3
1910,829,931,17.6,3.337,19,Clockwise,Street,18.0,78,106493.6083934584,16.25,2.25,18.0,43.0,1
1930,829,932,13.2,4.361,13,Clockwise,Street,17.0,70,102588.99197792463,16.4,2.0,18.4,46.0,1
1950,829,936,21.9,4.381,14,Clockwise,Race,20.0,69,96966.50207893472,16.4,1.8,18.6,44.2,5
1968,829,937,17.7,7.004,19,Clockwise,Race,15.0,43,94078.67620998884,16.6,2.4,19.0,47.4,2
1986,829,938,17.0,5.793,11,Clockwise,Race,13.0,53,97445.39690262954,16.6,2.4,18.8,46.8,1
2006,829,939,29.3,4.94,19,Anti clockwise,Street,19.0,61,96507.61501654176,16.2,2.0,18.4,47.2,2
2026,829,940,19.8,5.807,18,Clockwise,Race,18.0,53,103912.563990672,15.8,2.2,18.4,44.6,3
2065,829,944,22.3,4.309,15,Anti clockwise,Race,18.0,71,108330.89344521744,16.2,2.6,18.4,45.8,2
2083,829,945,24.5,5.281,16,Anti clockwise,Race,19.0,55,105392.22533959174,16.4,2.0,18.4,43.0,2
1818,830,926,14.6,5.278,14,Clockwise,Street,11.0,58,101214.16262687062,16.5,2.0,18.75,45.5,1
1835,830,927,28.6,5.543,15,Clockwise,Race,6.0,56,102953.98646265495,16.0,2.0,17.75,40.25,3
1853,830,928,14.5,5.451,16,Clockwise,Race,13.0,56,99471.03920175905,14.0,2.25,15.0,39.5,2
1872,830,929,25.4,5.412,15,Clockwise,Race,15.0,57,99533.92939406674,13.5,2.0,13.75,40.0,2
1892,830,930,21.2,4.657,14,Clockwise,Race,6.0,66,105191.96407361022,13.75,2.0,13.0,37.5,2
1911,830,931,17.6,3.337,19,Clockwise,Street,9.0,78,103042.31895119588,13.2,2.0,12.8,39.2,2
1931,830,932,13.2,4.361,13,Clockwise,Street,19.0,70,99509.04919313136,14.2,2.2,11.2,43.0,1
1951,830,936,21.9,4.381,14,Clockwise,Race,9.0,69,93630.14406890774,15.8,1.8,11.6,44.6,5
1969,830,937,17.7,7.004,19,Clockwise,Race,18.0,43,90969.93632085869,13.2,2.4,11.0,47.8,3
1987,830,938,17.0,5.793,11,Clockwise,Race,20.0,53,93687.2509583416,11.2,2.6,8.6,48.6,3
2007,830,939,29.3,4.94,19,Anti clockwise,Street,8.0,61,92918.18403526468,11.4,2.8,7.0,46.4,2
2027,830,940,19.8,5.807,18,Clockwise,Race,17.0,53,100501.40153923082,9.4,2.8,6.8,45.2,2
2046,830,942,15.8,5.513,20,Anti clockwise,Race,8.0,56,104676.37627261884,8.2,3.0,6.0,41.6,2
2066,830,944,22.3,4.309,15,Anti clockwise,Race,9.0,71,109923.89500967888,8.2,2.4,5.6,39.4,3
2084,830,945,24.5,5.281,16,Anti clockwise,Race,11.0,55,102078.97348143968,8.4,2.4,6.6,43.4,3
2102,830,948,16.8,5.278,14,Clockwise,Street,5.0,57,105900.27048998668,9.2,2.4,7.0,44.4,3
2121,830,949,20.9,5.412,15,Clockwise,Race,10.0,57,104916.83085812014,9.6,2.6,7.4,44.6,3
2143,830,950,18.0,5.451,16,Clockwise,Race,9.0,56,104592.71394319131,9.0,2.8,7.4,48.0,3
2163,830,952,19.6,4.657,14,Clockwise,Race,4.0,66,102228.77465747701,9.8,3.0,6.6,46.0,2
2184,830,953,17.8,3.337,19,Clockwise,Street,0.0,78,104947.14037176273,8.2,2.8,6.0,42.0,2
2204,830,954,12.9,4.361,13,Clockwise,Street,5.0,70,104080.70377045554,8.6,2.6,8.4,40.8,2
2225,830,955,26.8,6.003,20,Anti clockwise,Street,9.0,51,96786.2752992776,7.4,2.4,8.0,41.8,2
2245,830,956,14.8,4.318,10,Clockwise,Race,8.0,71,98931.28107843138,7.8,2.2,7.2,42.0,3
2267,830,958,24.8,4.381,14,Clockwise,Race,4.0,70,92283.39209452795,6.6,2.2,7.2,47.6,2
2289,830,959,20.5,4.574,17,Clockwise,Race,4.0,67,91166.41780881367,7.4,2.2,7.4,48.4,3
2308,830,960,22.3,7.004,19,Clockwise,Race,2.0,44,86383.25872189531,4.4,2.4,4.6,51.0,4
2328,830,961,24.6,5.793,11,Clockwise,Race,7.0,53,99535.7143063109,5.8,2.8,5.2,47.6,2
2348,830,962,28.2,4.94,19,Anti clockwise,Street,4.0,61,95150.68204585955,5.6,2.8,6.2,47.6,4
2368,830,963,29.2,5.543,15,Clockwise,Race,3.0,56,103339.87858245618,6.4,3.0,6.2,43.0,3
2390,830,964,16.8,5.807,18,Clockwise,Race,3.0,53,106812.02072531331,5.8,3.2,5.2,43.8,2
2411,830,965,20.0,5.513,20,Anti clockwise,Race,4.0,56,110174.642409346,5.6,3.0,5.6,43.0,2
2431,830,967,17.5,4.309,15,Anti clockwise,Race,4.0,71,102456.41968207326,7.4,2.6,5.2,42.2,5
2451,830,968,24.5,5.281,16,Anti clockwise,Race,6.0,55,115367.61675887369,6.6,3.2,3.8,45.6,1
2467,830,969,22.6,5.278,14,Clockwise,Street,5.0,57,113753.2795308558,6.2,2.6,4.2,43.6,1
2486,830,970,12.6,5.451,16,Clockwise,Race,16.0,56,110739.52395441469,6.8,2.2,4.8,43.4,4
2504,830,971,27.4,5.412,15,Clockwise,Race,6.0,57,112161.7701808298,7.0,2.6,5.0,41.0,1
2540,830,974,21.5,3.337,19,Clockwise,Street,4.0,78,110460.73836264797,6.6,2.4,7.2,36.2,2
2593,830,979,23.5,4.381,14,Clockwise,Race,5.0,70,95934.5058238253,7.0,1.8,8.6,34.0,1
2631,830,981,17.8,5.793,11,Clockwise,Race,13.0,53,91674.79335629284,7.2,1.8,7.8,35.6,2
2665,830,983,27.9,5.543,15,Clockwise,Race,3.0,56,91351.08876789876,8.2,2.0,7.8,36.6,1
2682,830,984,20.9,5.807,18,Clockwise,Race,4.0,53,89565.1601964702,7.8,1.4,7.2,40.4,1
2701,830,985,22.2,5.513,20,Anti clockwise,Race,16.0,56,89885.73824106711,4.6,1.4,5.0,49.8,2
2719,830,986,17.9,4.304,17,Clockwise,Race,2.0,71,93908.86177586563,4.4,1.4,4.2,46.4,1
2737,830,987,20.6,4.309,15,Anti clockwise,Race,4.0,71,93066.18254045316,3.6,1.4,4.0,50.6,5
2755,830,988,24.2,5.281,16,Anti clockwise,Race,6.0,55,91110.62273546941,2.6,2.0,3.2,53.8,1
2773,830,989,15.8,5.278,14,Clockwise,Street,4.0,58,92548.77767053436,3.4,2.0,3.4,52.4,1
2790,830,990,26.4,5.412,15,Clockwise,Race,15.0,57,91356.75385791236,4.2,2.0,3.4,53.0,1
2810,830,991,15.4,5.451,16,Clockwise,Race,5.0,56,98462.17647695998,7.2,1.8,2.6,56.5,2
2829,830,992,15.3,6.003,20,Anti clockwise,Street,5.0,51,102686.37285522961,8.0,2.0,2.6,52.75,1
2844,830,993,15.8,4.657,14,Clockwise,Race,5.0,66,110303.4070191877,10.2,1.2,3.4,44.5,1
2863,830,994,22.7,3.337,19,Clockwise,Street,20.0,78,107019.9155040362,9.8,1.2,3.2,49.25,1
2883,830,995,12.8,4.361,13,Clockwise,Street,3.0,68,104289.29693639693,10.4,1.2,2.4,50.75,1
2899,830,997,17.0,4.318,10,Clockwise,Race,4.0,71,92677.44889718125,7.2,1.2,2.6,53.6,1
2917,830,999,20.2,4.574,17,Clockwise,Race,4.0,67,86001.06096961585,6.4,1.0,3.0,57.6,3
2952,830,1001,11.5,7.004,19,Clockwise,Race,7.0,44,79426.52817206515,4.0,1.4,2.6,64.6,2
2970,830,1002,11.1,5.793,11,Clockwise,Race,5.0,53,84917.21605085302,4.0,1.6,2.6,59.4,1
2989,830,1003,28.8,4.94,19,Anti clockwise,Street,2.0,61,86482.45088394446,3.2,1.6,3.6,55.6,1
3008,830,1005,20.3,5.807,18,Clockwise,Race,3.0,53,92739.68034392518,3.0,1.6,4.4,53.4,1
3026,830,1006,17.7,5.513,20,Anti clockwise,Race,18.0,56,98708.16692378167,3.4,1.6,4.8,49.4,1
3045,830,1007,15.8,4.304,17,Clockwise,Race,2.0,71,102332.63195576462,3.0,1.2,4.6,45.2,2
3064,830,1008,22.3,4.309,15,Anti clockwise,Race,5.0,71,96041.60993271726,2.6,1.2,4.2,51.2,1
3081,830,1009,27.1,5.281,16,Anti clockwise,Race,6.0,55,93312.52266192266,2.0,1.2,3.8,55.2,1
3101,830,1010,20.1,5.278,14,Clockwise,Street,4.0,58,93202.05518055157,2.2,1.2,4.0,54.6,1
3120,830,1011,25.2,5.412,15,Clockwise,Race,5.0,57,91143.69987801417,2.2,1.2,3.4,56.0,2
3140,830,1012,14.8,5.451,16,Clockwise,Race,5.0,56,90816.36278528234,2.6,1.4,4.8,56.4,2
3160,830,1013,15.0,6.003,20,Anti clockwise,Street,4.0,51,94007.34422391411,3.2,1.4,5.6,52.2,1
3179,830,1014,17.2,4.657,14,Clockwise,Race,4.0,66,100961.42320762029,3.6,1.4,5.8,47.8,2
3199,830,1015,17.6,3.337,19,Clockwise,Street,3.0,78,96617.23048034756,3.6,1.6,5.2,49.0,1
3219,830,1016,20.4,4.361,13,Clockwise,Street,9.0,70,94779.59042729715,3.8,1.6,6.0,39.4,1
3238,830,1018,23.3,4.318,10,Clockwise,Race,2.0,71,90335.02466288614,4.0,1.4,4.8,43.4,1
3258,830,1019,15.2,5.891,18,Clockwise,Race,4.0,52,84363.67984397264,3.4,1.2,3.8,46.4,2
3276,830,1020,20.7,4.574,17,Clockwise,Race,2.0,64,81552.27637489271,3.6,1.4,3.6,47.6,5
3296,830,1021,19.8,4.381,14,Clockwise,Race,1.0,70,83701.15620443816,3.2,2.0,3.2,48.4,2
3335,830,1023,6.9,5.793,11,Clockwise,Race,19.0,53,84128.11576487773,2.8,2.2,2.0,60.4,2
3355,830,1024,29.5,4.94,19,Anti clockwise,Street,4.0,61,86048.86094007987,3.4,2.4,2.4,55.2,1
3374,830,1025,17.4,5.848,18,Clockwise,Road,9.0,53,95520.5998456444,3.8,2.4,3.8,54.4,1
3413,830,1027,17.4,4.304,17,Clockwise,Race,4.0,71,97901.38896030335,3.6,2.2,4.0,54.8,1
3431,830,1028,13.9,5.513,20,Anti clockwise,Race,3.0,56,94860.58697966955,4.6,1.4,6.0,55.6,2
3451,830,1029,18.8,4.309,15,Anti clockwise,Race,1.0,71,98658.37769395525,4.8,1.4,6.8,50.2,3
3471,830,1030,24.1,5.281,16,Anti clockwise,Race,2.0,55,97055.17742820983,3.4,1.6,6.2,54.2,1
3487,830,1032,15.2,4.318,10,Clockwise,Race,2.0,71,94310.01301688347,3.2,1.6,5.6,54.0,2
3506,830,1033,17.5,4.381,14,Clockwise,Race,7.0,70,87149.49486647155,3.0,1.8,5.0,58.6,2
3523,830,1034,16.9,5.891,18,Clockwise,Race,3.0,52,87110.20532924822,2.2,2.0,3.6,57.6,2
3543,830,1035,19.1,5.891,18,Clockwise,Race,4.0,52,87300.15890067679,2.0,2.0,2.8,59.6,2
3563,830,1036,26.2,4.657,14,Clockwise,Race,3.0,66,89932.78333187939,2.0,1.8,2.8,56.6,2
3583,830,1037,12.5,7.004,19,Clockwise,Race,3.0,44,86097.84878642485,2.0,2.0,2.6,56.2,1
3599,830,1038,13.7,5.793,11,Clockwise,Race,5.0,53,95020.16453546453,2.0,1.8,3.8,47.6,2
3619,830,1040,23.4,5.848,18,Clockwise,Road,2.0,53,108498.62167832167,5.0,1.8,6.4,37.6,1
3638,830,1041,7.4,5.148,15,Clockwise,Race,3.0,60,109477.03016888772,5.0,1.6,6.8,37.8,2
3656,830,1042,17.9,4.653,15,Clockwise,Race,3.0,66,110265.11939965693,5.2,1.6,6.6,40.6,1
3676,830,1044,11.7,5.338,14,Anti clockwise,Race,2.0,58,109967.7860663236,5.4,1.4,6.6,42.4,3
3695,830,1045,23.2,5.412,15,Clockwise,Race,3.0,57,108273.4017403048,6.0,1.8,5.6,47.6,4
3731,830,1047,22.3,5.281,16,Anti clockwise,Race,1.0,55,103501.05261749779,3.0,2.2,2.4,55.2,1
3750,830,1051,25.6,5.419,16,Clockwise,Race,7.0,57,103237.11230874994,2.8,2.2,2.2,47.4,3
3770,830,1052,21.4,5.412,15,Clockwise,Race,1.0,56,101931.17739646923,2.8,2.4,2.2,46.8,2
3789,830,1053,9.2,4.909,19,Anti clockwise,Race,3.0,63,105203.44774278959,2.6,2.6,1.8,42.6,2
3807,830,1054,16.3,4.653,15,Clockwise,Race,3.0,66,107226.5985911749,1.6,2.4,1.6,44.0,4
3827,830,1055,17.1,4.657,14,Clockwise,Race,2.0,66,99277.29922913344,1.6,2.4,2.0,46.8,2
3845,830,1056,18.0,3.337,19,Clockwise,Street,2.0,78,95208.04771398191,1.8,2.6,1.8,56.4,1
3864,830,1057,21.5,6.003,20,Anti clockwise,Street,3.0,51,92556.22801087801,1.6,2.2,2.8,56.6,1
3882,830,1058,20.2,4.318,10,Clockwise,Race,1.0,71,95650.09261405261,4.8,2.0,2.6,57.2,1
3901,830,1059,23.3,5.842,15,Clockwise,Race,1.0,53,86214.62724405485,4.8,1.8,2.8,58.8,2
3921,830,1060,18.2,4.318,10,Clockwise,Race,1.0,71,88735.53421946938,4.6,1.4,2.4,53.4,2
3957,830,1062,22.6,4.381,14,Clockwise,Race,3.0,70,85936.97882040835,4.4,1.4,2.4,53.4,5
3975,830,1064,16.4,4.259,14,Clockwise,Race,1.0,72,92324.2005786501,6.0,2.2,2.0,50.4,2
3995,830,1065,14.9,5.793,11,Clockwise,Race,1.0,53,84514.45780087232,2.6,2.4,2.4,53.6,1
4013,830,1066,14.8,5.848,18,Clockwise,Road,20.0,53,88311.97701213993,6.0,2.4,2.8,45.0,2
4033,830,1067,17.5,5.338,14,Anti clockwise,Race,2.0,58,89249.72040836634,6.2,2.4,3.6,43.6,1
4052,830,1069,24.3,5.513,20,Anti clockwise,Race,1.0,56,93959.93327869175,6.4,2.2,5.2,41.8,2
4072,830,1070,15.3,4.304,17,Clockwise,Race,3.0,71,92623.4961358346,4.8,1.6,4.8,43.6,1
4090,830,1071,17.9,4.309,15,Anti clockwise,Race,2.0,71,94281.99171486434,4.8,1.4,4.6,42.0,4
4110,830,1072,26.4,6.174,27,Anti clockwise,Street,3.0,50,92215.23870077982,1.6,2.0,4.2,46.4,2
4129,830,1073,23.7,5.281,16,Anti clockwise,Race,1.0,58,101809.90881398736,1.6,2.0,3.8,47.8,3
4147,830,1074,21.6,5.412,15,Clockwise,Race,2.0,57,101598.38467605633,1.4,2.4,2.2,45.0,3
4167,830,1075,26.8,6.174,27,Anti clockwise,Street,4.0,50,102057.19208346374,5.0,2.6,2.2,44.8,1
4183,830,1076,20.8,5.278,14,Clockwise,Street,2.0,58,105620.88239332289,5.0,2.6,2.2,44.4,1
4201,830,1077,12.6,4.909,19,Anti clockwise,Race,1.0,63,108955.21982846005,8.2,2.0,2.8,42.4,2
4220,830,1078,27.7,5.412,19,Anti clockwise,Street,3.0,57,96176.60973322195,8.0,2.0,2.4,46.4,1
4239,830,1079,22.4,4.657,14,Clockwise,Race,2.0,66,97370.69920690617,8.0,1.6,2.4,49.4,3
4258,830,1080,21.9,3.337,19,Clockwise,Street,4.0,64,94336.90089040784,4.4,1.6,2.8,48.4,3
4278,830,1081,23.5,6.003,20,Anti clockwise,Street,3.0,51,95948.96639040783,4.8,2.0,3.4,47.8,2
4296,830,1082,16.0,4.361,13,Clockwise,Street,1.0,70,99112.34306739442,1.4,2.2,2.6,50.4,2
4315,830,1083,15.0,5.891,18,Clockwise,Race,2.0,52,98082.48687691824,1.4,2.2,2.8,52.2,4
4332,830,1084,16.2,4.318,10,Clockwise,Race,1.0,71,110089.00509554171,2.6,2.8,4.2,50.2,3
4352,830,1085,26.0,5.842,15,Clockwise,Race,2.0,53,106660.57910322417,2.8,2.8,3.6,53.4,1
4371,830,1086,19.1,4.381,14,Clockwise,Race,10.0,70,105196.66990511096,2.4,2.4,3.0,50.0,2
4389,830,1087,15.2,7.004,19,Clockwise,Race,14.0,44,100129.75909278603,2.4,2.4,3.8,49.0,2
4409,830,1088,20.3,4.259,14,Clockwise,Race,1.0,72,107032.69883304578,2.4,2.4,3.6,42.6,4
4427,830,1089,13.6,5.793,11,Clockwise,Race,7.0,53,91270.40502962697,1.2,2.4,2.2,46.2,2
4446,830,1091,26.9,4.94,19,Anti clockwise,Street,8.0,59,95217.44457254486,1.0,2.2,3.2,41.4,2
